"step","Tanimoto_ROCS_sim","Custom_alerts","Linker_Num_Aromatic_Rings","Linker_Effective_Length","ADV","PostDock_Tanimoto_ROCS_sim","raw_Linker_Num_Aromatic_Rings","raw_Linker_Effective_Length","raw_ADV","Valid_SMILES","Number_of_SMILES_found","Average_score","low_upper","Link Length"
30,0.22483621537685394,0.9200000166893005,0.8799999952316284,0.8799999952316284,0.741441547870636,0.24789249897003174,0.9900000095367432,9.069999694824219,-8.03207015991211,94,1968,0.1760491132736206,"7_15","7~15"
31,0.21351736783981323,0.8282828330993652,0.8282828330993652,0.8181818127632141,0.7065298557281494,0.23781292140483856,0.8787878751754761,9.121212005615234,-7.273090839385986,88.88888549804688,2040,0.16137459874153137,"7_15","7~15"
32,0.22793999314308167,0.8877550959587097,0.9285714030265808,0.8469387888908386,0.8312742114067078,0.2854178845882416,0.8775510191917419,8.653060913085938,-10.03357219696045,94.89795684814453,2121,0.21047253906726837,"7_15","7~15"
33,0.2038845270872116,0.795918345451355,0.8265306353569031,0.7755101919174194,0.6596685647964478,0.22291922569274902,0.8367347121238708,8.683673858642578,-5.8423566818237305,84.69387817382812,2193,0.1770467609167099,"7_15","7~15"
34,0.2127496600151062,0.8199999928474426,0.8500000238418579,0.800000011920929,0.7515567541122437,0.2473926544189453,0.8700000047683716,8.369999885559082,-8.110469818115234,88,2272,0.18896928429603577,"7_15","7~15"
35,0.22799110412597656,0.9368420839309692,0.8631578683853149,0.8736842274665833,0.8308650851249695,0.27380114793777466,1,8.757894515991211,-10.187000274658203,93.68421173095703,2346,0.2036750763654709,"7_15","7~15"
36,0.21983319520950317,0.9175257682800293,0.9484536051750183,0.8659793734550476,0.8457965850830078,0.2465152144432068,0.969072163105011,8.670103073120117,-9.994752883911133,96.90721893310547,2423,0.15050095319747925,"7_15","7~15"
37,0.21691001951694489,0.8989899158477783,0.8989899158477783,0.8888888955116272,0.8467786312103271,0.2563544511795044,0.9797979593276978,8.78787899017334,-9.80748462677002,93.93939208984375,2495,0.1578967571258545,"7_15","7~15"
38,0.22552594542503357,0.9793814420700073,0.9175257682800293,0.9175257682800293,0.8507080674171448,0.25610628724098206,0.9896907210350037,9.134020805358887,-10.293792724609375,97.93814086914062,2561,0.1761162281036377,"7_15","7~15"
39,0.23936727643013,0.9444444179534912,0.9666666388511658,0.9222221970558167,0.8609488606452942,0.27898547053337097,0.9888888597488403,8.98888874053955,-9.968899726867676,98.88888549804688,2623,0.13220208883285522,"7_15","7~15"
40,0.2302287220954895,0.9270833134651184,0.9479166865348816,0.9791666865348816,0.8181664347648621,0.25567302107810974,1.0104166269302368,10.489583015441895,-9.124249458312988,98.95833587646484,2704,0.17895495891571045,"7_15","7~15"
41,0.24168850481510162,0.949999988079071,0.9300000071525574,0.9700000286102295,0.8041446208953857,0.2327529937028885,1.0499999523162842,10.380000114440918,-8.930510520935059,99,2783,0.16755984723567963,"7_15","7~15"
42,0.22369831800460815,0.9230769276618958,0.9670329689979553,0.9450549483299255,0.8479185700416565,0.2762928307056427,0.9890109896659851,9.450549125671387,-10.228713035583496,97.80220031738281,2836,0.1700419932603836,"7_15","7~15"
43,0.22940082848072052,0.9090909361839294,0.9797979593276978,0.9898989796638489,0.8888784646987915,0.25755977630615234,1,9.626262664794922,-10.507071495056152,98.98989868164062,2899,0.09812997281551361,"7_15","7~15"
44,0.22993580996990204,0.9292929172515869,1,0.9696969985961914,0.7236257791519165,0.21823929250240326,0.9595959782600403,11.333333015441895,-6.774141788482666,100,2985,0.17805643379688263,"7_15","7~15"
45,0.22871212661266327,0.9200000166893005,0.9300000071525574,0.9300000071525574,0.7807396054267883,0.22086097300052643,0.9900000095367432,10.25,-8.883650779724121,98,3070,0.15825235843658447,"7_15","7~15"
46,0.230927512049675,0.9200000166893005,0.9599999785423279,0.9100000262260437,0.8599021434783936,0.2503255009651184,0.9399999976158142,9.100000381469727,-9.695300102233887,97,3148,0.17146426439285278,"7_15","7~15"
47,0.2342635840177536,0.8969072103500366,0.969072163105011,0.938144326210022,0.8108407258987427,0.2748943269252777,0.9278350472450256,9.587629318237305,-7.599277973175049,96.90721893310547,3215,0.18529407680034637,"7_15","7~15"
48,0.22897177934646606,0.8700000047683716,0.949999988079071,0.8999999761581421,0.8524096608161926,0.2590824365615845,0.9300000071525574,8.800000190734863,-10.134531021118164,96,3279,0.10375860333442688,"7_15","7~15"
49,0.2425871640443802,0.8787878751754761,0.9696969985961914,0.9696969985961914,0.8738894462585449,0.2311922311782837,0.9898989796638489,9.76767635345459,-9.968929290771484,98.98989868164062,3354,0.146719828248024,"7_15","7~15"
50,0.2418939471244812,0.8600000143051147,0.9300000071525574,0.949999988079071,0.8362958431243896,0.23062843084335327,0.9900000095367432,10.479999542236328,-9.896949768066406,96,3431,0.18170136213302612,"7_15","7~15"
51,0.23704704642295837,0.9090909361839294,0.9898989796638489,0.939393937587738,0.803243100643158,0.2479502409696579,0.9595959782600403,10.44444465637207,-8.722949981689453,98.98989868164062,3502,0.15922801196575165,"7_15","7~15"
52,0.23864726722240448,0.9166666865348816,0.9791666865348816,0.9375,0.8626191020011902,0.27005013823509216,0.96875,10.197916984558105,-10.18175983428955,98.95833587646484,3563,0.09637003391981125,"7_15","7~15"
53,0.22704367339611053,0.9583333134651184,0.9583333134651184,0.9479166865348816,0.8901388049125671,0.28684940934181213,0.9583333134651184,9.447916984558105,-10.148323059082031,96.875,3608,0.1024789810180664,"7_15","7~15"
54,0.23803701996803284,0.9696969985961914,1,0.9696969985961914,0.8632689714431763,0.2486484795808792,0.939393937587738,10.636363983154297,-9.892656326293945,100,3670,0.14595839381217957,"7_15","7~15"
55,0.23294027149677277,0.9897959232330322,0.9795918464660645,0.918367326259613,0.7944256663322449,0.26432865858078003,0.9081632494926453,10.979591369628906,-8.304805755615234,98.9795913696289,3736,0.13607820868492126,"7_15","7~15"
56,0.23707304894924164,0.9795918464660645,0.9795918464660645,0.9285714030265808,0.8448321223258972,0.2480967938899994,0.8367347121238708,11.040816307067871,-9.46822452545166,97.95918273925781,3808,0.21668940782546997,"7_15","7~15"
57,0.223105326294899,0.9387755393981934,0.9693877696990967,0.9387755393981934,0.8154487609863281,0.25991830229759216,0.7346938848495483,10.22449016571045,-9.432653427124023,96.93877410888672,3874,0.15077368915081024,"7_15","7~15"
58,0.23020178079605103,0.9795918464660645,0.9897959232330322,0.9285714030265808,0.7828487753868103,0.22267679870128632,0.7857142686843872,11.887755393981934,-8.457316398620605,98.9795913696289,3945,0.1812756359577179,"7_15","7~15"
59,0.23099328577518463,0.9599999785423279,0.9800000190734863,0.9200000166893005,0.7403642535209656,0.20574374496936798,0.6800000071525574,11.680000305175781,-6.0704193115234375,98,4016,0.09771697968244553,"7_15","7~15"
60,0.21811573207378387,0.9191918969154358,0.939393937587738,0.8484848737716675,0.6809734106063843,0.21239517629146576,0.5252525210380554,11.636363983154297,-5.727736473083496,93.93939208984375,4089,0.16051141917705536,"7_15","7~15"
61,0.22186660766601562,0.8979591727256775,0.9489796161651611,0.8469387888908386,0.6777748465538025,0.22951309382915497,0.581632673740387,11.571428298950195,-5.849112510681152,94.89795684814453,4159,0.1420869082212448,"7_15","7~15"
62,0.2067231982946396,0.8899999856948853,0.8899999856948853,0.7099999785423279,0.6599897146224976,0.1694374680519104,0.5400000214576721,11.170000076293945,-5.964879989624023,90,4233,0.11470600217580795,"7_15","7~15"
63,0.2141171246767044,0.8999999761581421,0.9200000166893005,0.699999988079071,0.5589198470115662,0.19136805832386017,0.5400000214576721,12.859999656677246,-2.7313501834869385,92,4313,0.13875482976436615,"7_15","7~15"
64,0.20263749361038208,0.8500000238418579,0.9100000262260437,0.7099999785423279,0.553435742855072,0.17911235988140106,0.27000001072883606,12.470000267028809,-4.105930328369141,91,4384,0.09596259891986847,"7_15","7~15"
65,0.20409275591373444,0.8999999761581421,0.9200000166893005,0.7900000214576721,0.6183822751045227,0.2006143033504486,0.2800000011920929,12.15999984741211,-3.6772000789642334,92,4455,0.09599543362855911,"7_15","7~15"
66,0.22621899843215942,0.9700000286102295,0.9900000095367432,0.9300000071525574,0.6739761829376221,0.21181625127792358,0.27000001072883606,11.84000015258789,-5.727900505065918,99,4525,0.11908192932605743,"7_15","7~15"
67,0.21497942507266998,0.8899999856948853,0.9900000095367432,0.8899999856948853,0.7334344387054443,0.21962548792362213,0.30000001192092896,12.390000343322754,-4.747710227966309,99,4599,0.10973906517028809,"7_15","7~15"
68,0.20474159717559814,0.8775510191917419,0.9693877696990967,0.8775510191917419,0.6879048347473145,0.21221815049648285,0.20408163964748383,11.540816307067871,-6.2573161125183105,96.93877410888672,4666,0.12546679377555847,"7_15","7~15"
69,0.20427176356315613,0.8775510191917419,0.9489796161651611,0.8775510191917419,0.8568264842033386,0.23256662487983704,0.2142857164144516,9.377551078796387,-10.027969360351562,94.89795684814453,4716,0.05991145223379135,"7_15","7~15"
70,0.21479377150535583,0.9368420839309692,0.9789473414421082,0.9578947424888611,0.8520017862319946,0.2378295511007309,0.17894737422466278,10.284210205078125,-9.572673797607422,97.89473724365234,4753,0.07071775943040848,"7_15","7~15"
71,0.20696114003658295,0.9021739363670349,1,0.8695651888847351,0.8722869753837585,0.28304582834243774,0.16304348409175873,9.010869979858398,-10.153020858764648,100,4801,0.13927370309829712,"7_15","7~15"
72,0.20573607087135315,0.901098906993866,0.9670329689979553,0.9230769276618958,0.8575008511543274,0.27567437291145325,0.1318681389093399,9.747252464294434,-9.969450950622559,96.70330047607422,4831,0.08469292521476746,"7_15","7~15"
73,0.20945531129837036,0.8709677457809448,0.9784946441650391,0.9677419066429138,0.8415935635566711,0.2670382559299469,0.24731183052062988,9.806451797485352,-9.967924118041992,97.8494644165039,4871,0.07389511913061142,"7_15","7~15"
74,0.21450509130954742,0.9052631855010986,0.9894737005233765,0.9473684430122375,0.8254838585853577,0.2816176116466522,0.15789473056793213,10.326315879821777,-8.899136543273926,98.9473648071289,4905,0.06233043223619461,"7_15","7~15"
75,0.2092304229736328,0.8969072103500366,0.9896907210350037,0.907216489315033,0.8078780174255371,0.19856519997119904,0.23711340129375458,11.814433097839355,-8.01968002319336,98.96907043457031,4958,0.06255655735731125,"7_15","7~15"
76,0.2155054807662964,0.8478260636329651,1,0.967391312122345,0.7589278817176819,0.25412070751190186,0.09782608598470688,11.184782981872559,-7.6876301765441895,100,5003,0.06608009338378906,"7_15","7~15"
77,0.20872366428375244,0.8315789699554443,0.9789473414421082,0.9368420839309692,0.7913579940795898,0.2693859338760376,0.24210526049137115,11.33684253692627,-8.502653121948242,97.89473724365234,5049,0.09281144291162491,"7_15","7~15"
78,0.20898211002349854,0.8461538553237915,0.9780219793319702,0.901098906993866,0.7892786264419556,0.24385559558868408,0.17582418024539948,11.802197456359863,-7.822372913360596,97.80220031738281,5101,0.09492935240268707,"7_15","7~15"
79,0.21306799352169037,0.8877550959587097,0.9897959232330322,0.8265306353569031,0.7413324117660522,0.22421982884407043,0.44897958636283875,13.061224937438965,-7.389653205871582,98.9795913696289,5161,0.07595954090356827,"7_15","7~15"
80,0.21173682808876038,0.8791208863258362,0.9890109896659851,0.8461538553237915,0.695271372795105,0.2067834585905075,0.3186813294887543,12.79120922088623,-6.488494396209717,98.9011001586914,5209,0.06086035445332527,"7_15","7~15"
81,0.2133956402540207,0.8387096524238586,0.9892473220825195,0.8817204236984253,0.704498291015625,0.2496456503868103,0.4301075339317322,12.75268840789795,-6.7843017578125,98.92472839355469,5264,0.10250946879386902,"7_15","7~15"
82,0.2123156189918518,0.8666666746139526,0.9777777791023254,0.800000011920929,0.7054341435432434,0.2654796242713928,0.4333333373069763,13.022222518920898,-7.034688949584961,97.77777862548828,5315,0.12039253115653992,"7_15","7~15"
83,0.2152249664068222,0.8387096524238586,0.9784946441650391,0.8602150678634644,0.753287672996521,0.2559605538845062,0.4516128897666931,12.4408597946167,-7.734935283660889,97.8494644165039,5375,0.11373663693666458,"7_15","7~15"
84,0.22007092833518982,0.7802197933197021,1,0.7252747416496277,0.6847149729728699,0.2634970247745514,0.3186813294887543,13.703296661376953,-6.405307769775391,100,5430,0.06303125619888306,"7_15","7~15"
85,0.21156218647956848,0.7529411911964417,0.929411768913269,0.6941176652908325,0.6396747827529907,0.23670326173305511,0.5176470875740051,12.788235664367676,-6.401764869689941,92.94117736816406,5479,0.06816435605287552,"7_15","7~15"
86,0.2224508672952652,0.7010309100151062,0.9793814420700073,0.8041236996650696,0.7317162156105042,0.21380825340747833,0.5257731676101685,12.195876121520996,-7.333752632141113,98.96907043457031,5546,0.06513673812150955,"7_15","7~15"
87,0.20797285437583923,0.7052631378173828,0.9368420839309692,0.7157894968986511,0.6698594689369202,0.27250123023986816,0.43157893419265747,12.452631950378418,-6.038630962371826,93.68421173095703,5605,0.10769950598478317,"7_15","7~15"
88,0.2228931486606598,0.7777777910232544,0.9222221970558167,0.8444444537162781,0.7336293458938599,0.26475492119789124,0.6555555462837219,12.04444408416748,-7.051700115203857,96.66666412353516,5666,0.09952326864004135,"7_15","7~15"
89,0.21660494804382324,0.84375,0.9479166865348816,0.8958333134651184,0.7740532755851746,0.2435457706451416,0.71875,11.229166984558105,-8.194519996643066,96.875,5733,0.12913985550403595,"7_15","7~15"
90,0.21821066737174988,0.868686854839325,0.9797979593276978,0.8383838534355164,0.8768590092658997,0.26949194073677063,0.6868686676025391,8.989898681640625,-10.625211715698242,97.97979736328125,5797,0.14546369016170502,"7_15","7~15"
91,0.21824030578136444,0.9042553305625916,0.9680851101875305,0.8617021441459656,0.8425066471099854,0.2684524953365326,0.5744680762290955,9.180850982666016,-10.299616813659668,96.80850982666016,5852,0.1238676980137825,"7_15","7~15"
92,0.21451304852962494,0.876288652420044,0.9484536051750183,0.7938144207000732,0.8460225462913513,0.2770082950592041,0.6597937941551208,7.938144207000732,-10.851154327392578,94.8453598022461,5916,0.1643943339586258,"7_15","7~15"
93,0.2291160374879837,0.9285714030265808,0.9897959232330322,0.7244898080825806,0.9169579148292542,0.2528548240661621,0.8469387888908386,7.948979377746582,-11.742694854736328,98.9795913696289,5987,0.13989152014255524,"7_15","7~15"
94,0.21585194766521454,0.8695651888847351,0.95652174949646,0.782608687877655,0.8696776628494263,0.2694525420665741,0.79347825050354,7.967391490936279,-11.094825744628906,95.65217590332031,6060,0.14389166235923767,"7_15","7~15"
95,0.2147539108991623,0.8999999761581421,0.949999988079071,0.7400000095367432,0.8290582299232483,0.25635966658592224,0.7900000214576721,7.539999961853027,-10.674569129943848,95,6132,0.1762932986021042,"7_15","7~15"
96,0.19719913601875305,0.8350515365600586,0.8659793734550476,0.7525773048400879,0.7838821411132812,0.2549699544906616,0.8041236996650696,7.731958866119385,-10.075958251953125,88.6597900390625,6200,0.16158795356750488,"7_15","7~15"
97,0.20275206863880157,0.9090909361839294,0.9191918969154358,0.747474730014801,0.8346365690231323,0.2730928361415863,0.8888888955116272,7.5050506591796875,-10.381091117858887,93.93939208984375,6269,0.16706177592277527,"7_15","7~15"
98,0.224297896027565,0.9292929172515869,0.9494949579238892,0.9090909361839294,0.8679661750793457,0.241609126329422,0.8989899158477783,8.747474670410156,-10.662263870239258,95.9595947265625,6351,0.23180921375751495,"7_15","7~15"
99,0.22002576291561127,0.9090909361839294,0.8989899158477783,0.8989899158477783,0.7969847321510315,0.21818213164806366,0.8989899158477783,8.676767349243164,-9.637262344360352,94.94949340820312,6423,0.15602782368659973,"7_15","7~15"
100,0.21103937923908234,0.9270833134651184,0.9270833134651184,0.8854166865348816,0.7956278324127197,0.2817825973033905,0.84375,8.59375,-9.462864875793457,92.70833587646484,6494,0.2472250610589981,"7_15","7~15"
101,0.22367961704730988,0.9489796161651611,0.9489796161651611,0.9387755393981934,0.7962120175361633,0.2494361847639084,0.8571428656578064,9.714285850524902,-8.875255584716797,95.91836547851562,6578,0.22419822216033936,"7_15","7~15"
102,0.2196647971868515,0.9090909361839294,0.9494949579238892,0.9191918969154358,0.7912353873252869,0.2197234034538269,0.7878788113594055,9.666666984558105,-8.240283012390137,94.94949340820312,6660,0.19417139887809753,"7_15","7~15"
103,0.20616918802261353,0.8399999737739563,0.8700000047683716,0.8999999761581421,0.6707992553710938,0.23905381560325623,0.8399999737739563,9.84000015258789,-5.955319881439209,91,6741,0.19802503287792206,"7_15","7~15"
104,0.21506091952323914,0.9285714030265808,0.9591836929321289,0.9285714030265808,0.7864435315132141,0.2380610853433609,0.6836734414100647,9.836734771728516,-8.990194320678711,95.91836547851562,6825,0.2067151814699173,"7_15","7~15"
